id,year,state_name,state_code,district_name,district_code,region,population_group,no_of_offices,no_of_accounts,deposit_amount,deposit_per_office,deposit_per_account,accounts_per_office,has_deposits,has_offices,has_accounts
3084,2022,Uttar Pradesh,9,Mainpuri,166,Central Region,Urban,32,570,2978,93.0625,5.224561403508772,17.8125,1,1,1
3085,2022,Uttar Pradesh,9,Mathura,167,Central Region,Rural,85,1060,2674,31.458823529411763,2.5226415094339623,12.470588235294118,1,1,1
3086,2022,Uttar Pradesh,9,Mathura,167,Central Region,Semi-urban,105,1458,6174,58.8,4.234567901234568,13.885714285714286,1,1,1
3087,2022,Uttar Pradesh,9,Mathura,167,Central Region,Urban,87,1064,9437,108.47126436781609,8.86936090225564,12.229885057471265,1,1,1
3088,2022,Uttar Pradesh,9,Mau,168,Central Region,Rural,93,1999,4487,48.24731182795699,2.244622311155578,21.49462365591398,1,1,1
3089,2022,Uttar Pradesh,9,Mau,168,Central Region,Semi-urban,39,937,2589,66.38461538461539,2.7630736392742796,24.025641025641026,1,1,1
3090,2022,Uttar Pradesh,9,Mau,168,Central Region,Urban,35,613,2965,84.71428571428571,4.8368678629690045,17.514285714285716,1,1,1
3091,2022,Uttar Pradesh,9,Meerut,169,Central Region,Rural,120,1369,4334,36.11666666666667,3.1658144631117606,11.408333333333333,1,1,1
3092,2022,Uttar Pradesh,9,Meerut,169,Central Region,Semi-urban,69,1256,3694,53.53623188405797,2.9410828025477707,18.202898550724637,1,1,1
3093,2022,Uttar Pradesh,9,Meerut,169,Central Region,Metropolitan,277,3642,32921,118.84837545126354,9.039264140582098,13.148014440433213,1,1,1
3094,2022,Uttar Pradesh,9,Mirzapur,170,Central Region,Rural,129,2398,4712,36.52713178294574,1.9649708090075062,18.589147286821706,1,1,1
3095,2022,Uttar Pradesh,9,Mirzapur,170,Central Region,Semi-urban,23,413,1251,54.391304347826086,3.029055690072639,17.956521739130434,1,1,1
3096,2022,Uttar Pradesh,9,Mirzapur,170,Central Region,Urban,50,722,4071,81.42,5.638504155124654,14.44,1,1,1
3097,2022,Uttar Pradesh,9,Moradabad,171,Central Region,Rural,138,1805,3047,22.079710144927535,1.6880886426592798,13.079710144927537,1,1,1
3098,2022,Uttar Pradesh,9,Moradabad,171,Central Region,Semi-urban,53,1159,2403,45.339622641509436,2.073339085418464,21.867924528301888,1,1,1
3099,2022,Uttar Pradesh,9,Moradabad,171,Central Region,Urban,150,2073,14880,99.2,7.1780028943560055,13.82,1,1,1
3100,2022,Uttar Pradesh,9,Muzaffarnagar,172,Central Region,Rural,98,1089,2722,27.775510204081634,2.4995408631772267,11.112244897959183,1,1,1
3101,2022,Uttar Pradesh,9,Muzaffarnagar,172,Central Region,Semi-urban,95,1792,4687,49.33684210526316,2.615513392857143,18.86315789473684,1,1,1
3102,2022,Uttar Pradesh,9,Muzaffarnagar,172,Central Region,Urban,88,1230,8402,95.47727272727273,6.83089430894309,13.977272727272727,1,1,1
3103,2022,Uttar Pradesh,9,Pilibhit,173,Central Region,Rural,77,1235,1552,20.155844155844157,1.2566801619433199,16.038961038961038,1,1,1
3104,2022,Uttar Pradesh,9,Pilibhit,173,Central Region,Semi-urban,39,954,1764,45.23076923076923,1.849056603773585,24.46153846153846,1,1,1
3105,2022,Uttar Pradesh,9,Pilibhit,173,Central Region,Urban,32,478,2471,77.21875,5.169456066945607,14.9375,1,1,1
3106,2022,Uttar Pradesh,9,Pratapgarh,629,Central Region,Rural,192,3882,8239,42.911458333333336,2.122359608449253,20.21875,1,1,1
3107,2022,Uttar Pradesh,9,Pratapgarh,629,Central Region,Semi-urban,59,1036,4339,73.54237288135593,4.188223938223938,17.559322033898304,1,1,1
3108,2022,Uttar Pradesh,9,Prayagraj,120,Central Region,Rural,242,4718,9200,38.01652892561984,1.9499788045782112,19.49586776859504,1,1,1
3109,2022,Uttar Pradesh,9,Prayagraj,120,Central Region,Semi-urban,67,1707,4816,71.88059701492537,2.8213239601640305,25.47761194029851,1,1,1
3110,2022,Uttar Pradesh,9,Prayagraj,120,Central Region,Metropolitan,266,3680,41437,155.7781954887218,11.260054347826086,13.834586466165414,1,1,1
3111,2022,Uttar Pradesh,9,Rae Bareli,175,Central Region,Rural,197,2676,6041,30.66497461928934,2.257473841554559,13.583756345177665,1,1,1
3112,2022,Uttar Pradesh,9,Rae Bareli,175,Central Region,Semi-urban,60,1000,2711,45.18333333333333,2.711,16.666666666666668,1,1,1
3113,2022,Uttar Pradesh,9,Rae Bareli,175,Central Region,Urban,54,752,4230,78.33333333333333,5.625,13.925925925925926,1,1,1
3114,2022,Uttar Pradesh,9,Rampur,176,Central Region,Rural,109,1356,1722,15.79816513761468,1.2699115044247788,12.440366972477063,1,1,1
3115,2022,Uttar Pradesh,9,Rampur,176,Central Region,Semi-urban,53,1021,1856,35.0188679245283,1.8178256611165524,19.264150943396228,1,1,1
3116,2022,Uttar Pradesh,9,Rampur,176,Central Region,Urban,41,632,3271,79.78048780487805,5.175632911392405,15.414634146341463,1,1,1
3117,2022,Uttar Pradesh,9,Saharanpur,177,Central Region,Rural,109,1874,3239,29.71559633027523,1.7283884738527215,17.192660550458715,1,1,1
3118,2022,Uttar Pradesh,9,Saharanpur,177,Central Region,Semi-urban,90,1826,3859,42.87777777777778,2.1133625410733843,20.288888888888888,1,1,1
3119,2022,Uttar Pradesh,9,Saharanpur,177,Central Region,Urban,118,1746,10841,91.87288135593221,6.209049255441008,14.796610169491526,1,1,1
3120,2022,Uttar Pradesh,9,Sambhal,659,Central Region,Rural,98,1547,2075,21.1734693877551,1.3413057530704589,15.785714285714286,1,1,1
3121,2022,Uttar Pradesh,9,Sambhal,659,Central Region,Semi-urban,29,631,1188,40.96551724137931,1.8827258320126783,21.75862068965517,1,1,1
3122,2022,Uttar Pradesh,9,Sambhal,659,Central Region,Urban,34,725,2475,72.79411764705883,3.413793103448276,21.323529411764707,1,1,1
3123,2022,Uttar Pradesh,9,Sant Kabeer Nagar,178,Central Region,Rural,84,1859,2736,32.57142857142857,1.4717590102205487,22.13095238095238,1,1,1
3124,2022,Uttar Pradesh,9,Sant Kabeer Nagar,178,Central Region,Semi-urban,40,686,2246,56.15,3.2740524781341107,17.15,1,1,1
3125,2022,Uttar Pradesh,9,Bhadohi,179,Central Region,Rural,70,1425,2785,39.785714285714285,1.9543859649122808,20.357142857142858,1,1,1
3126,2022,Uttar Pradesh,9,Bhadohi,179,Central Region,Semi-urban,62,1062,3788,61.096774193548384,3.566854990583804,17.129032258064516,1,1,1
3127,2022,Uttar Pradesh,9,Shahjahanpur,180,Central Region,Rural,121,2106,2581,21.330578512396695,1.2255460588793923,17.40495867768595,1,1,1
3128,2022,Uttar Pradesh,9,Shahjahanpur,180,Central Region,Semi-urban,58,1192,2490,42.93103448275862,2.088926174496644,20.551724137931036,1,1,1
3129,2022,Uttar Pradesh,9,Shahjahanpur,180,Central Region,Urban,48,772,4558,94.95833333333333,5.904145077720207,16.083333333333332,1,1,1
3130,2022,Uttar Pradesh,9,Shamli,660,Central Region,Rural,33,344,794,24.060606060606062,2.308139534883721,10.424242424242424,1,1,1
3131,2022,Uttar Pradesh,9,Shamli,660,Central Region,Semi-urban,38,861,1782,46.89473684210526,2.0696864111498257,22.657894736842106,1,1,1
3132,2022,Uttar Pradesh,9,Shamli,660,Central Region,Urban,30,385,2045,68.16666666666667,5.311688311688312,12.833333333333334,1,1,1
3133,2022,Uttar Pradesh,9,Shravasti,181,Central Region,Rural,52,987,1261,24.25,1.2776089159067883,18.98076923076923,1,1,1
3134,2022,Uttar Pradesh,9,Shravasti,181,Central Region,Semi-urban,22,309,799,36.31818181818182,2.585760517799353,14.045454545454545,1,1,1
3135,2022,Uttar Pradesh,9,Siddharth Nagar,182,Central Region,Rural,117,2695,4508,38.52991452991453,1.6727272727272726,23.034188034188034,1,1,1
3136,2022,Uttar Pradesh,9,Siddharth Nagar,182,Central Region,Semi-urban,38,488,1661,43.71052631578947,3.403688524590164,12.842105263157896,1,1,1
3137,2022,Uttar Pradesh,9,Sitapur,183,Central Region,Rural,175,2956,3389,19.365714285714287,1.1464817320703653,16.89142857142857,1,1,1
3138,2022,Uttar Pradesh,9,Sitapur,183,Central Region,Semi-urban,78,1605,3270,41.92307692307692,2.0373831775700935,20.576923076923077,1,1,1
3139,2022,Uttar Pradesh,9,Sitapur,183,Central Region,Urban,45,713,4064,90.31111111111112,5.699859747545582,15.844444444444445,1,1,1
3140,2022,Uttar Pradesh,9,Sonbhadra,184,Central Region,Rural,74,1406,3676,49.67567567567568,2.6145092460881934,19.0,1,1,1
3141,2022,Uttar Pradesh,9,Sonbhadra,184,Central Region,Semi-urban,87,1221,6219,71.48275862068965,5.093366093366093,14.03448275862069,1,1,1
3142,2022,Uttar Pradesh,9,Sultanpur,185,Central Region,Rural,132,2982,5512,41.75757575757576,1.8484238765928906,22.59090909090909,1,1,1
3143,2022,Uttar Pradesh,9,Sultanpur,185,Central Region,Semi-urban,8,201,456,57.0,2.2686567164179103,25.125,1,1,1
3144,2022,Uttar Pradesh,9,Sultanpur,185,Central Region,Urban,41,574,3738,91.17073170731707,6.512195121951219,14.0,1,1,1
3145,2022,Uttar Pradesh,9,Unnao,186,Central Region,Rural,128,2399,5017,39.1953125,2.091288036681951,18.7421875,1,1,1
3146,2022,Uttar Pradesh,9,Unnao,186,Central Region,Semi-urban,53,1161,2928,55.24528301886792,2.5219638242894056,21.90566037735849,1,1,1
3147,2022,Uttar Pradesh,9,Unnao,186,Central Region,Urban,39,630,4613,118.28205128205128,7.322222222222222,16.153846153846153,1,1,1
3148,2022,Uttar Pradesh,9,Varanasi,187,Central Region,Rural,166,2890,7546,45.45783132530121,2.6110726643598614,17.40963855421687,1,1,1
3149,2022,Uttar Pradesh,9,Varanasi,187,Central Region,Semi-urban,34,620,2366,69.58823529411765,3.8161290322580643,18.235294117647058,1,1,1
3150,2022,Uttar Pradesh,9,Varanasi,187,Central Region,Metropolitan,336,4213,41450,123.36309523809524,9.838594825539996,12.538690476190476,1,1,1
3358,2022,Uttarakhand,5,Almora,45,Central Region,Rural,85,810,3477,40.90588235294118,4.292592592592593,9.529411764705882,1,1,1
3359,2022,Uttarakhand,5,Almora,45,Central Region,Semi-urban,41,333,2873,70.07317073170732,8.627627627627628,8.121951219512194,1,1,1
3360,2022,Uttarakhand,5,Bageshwar,46,Central Region,Rural,49,467,2024,41.30612244897959,4.334047109207709,9.53061224489796,1,1,1
3361,2022,Uttarakhand,5,Chamoli,47,Central Region,Rural,46,487,2075,45.108695652173914,4.260780287474333,10.58695652173913,1,1,1
3362,2022,Uttarakhand,5,Chamoli,47,Central Region,Semi-urban,29,195,1295,44.6551724137931,6.641025641025641,6.724137931034483,1,1,1
3363,2022,Uttarakhand,5,Champawat,48,Central Region,Rural,45,375,1929,42.86666666666667,5.144,8.333333333333334,1,1,1
3364,2022,Uttarakhand,5,Champawat,48,Central Region,Semi-urban,11,101,488,44.36363636363637,4.8316831683168315,9.181818181818182,1,1,1
3365,2022,Uttarakhand,5,Dehradun,49,Central Region,Rural,133,1226,5941,44.669172932330824,4.845840130505709,9.218045112781954,1,1,1
3366,2022,Uttarakhand,5,Dehradun,49,Central Region,Semi-urban,90,879,7841,87.12222222222222,8.920364050056882,9.766666666666667,1,1,1
3367,2022,Uttarakhand,5,Dehradun,49,Central Region,Urban,374,3290,74099,198.12566844919786,22.522492401215807,8.796791443850267,1,1,1
3368,2022,Uttarakhand,5,Pauri Garhwal,52,Central Region,Rural,111,897,4402,39.65765765765766,4.907469342251951,8.08108108108108,1,1,1
3369,2022,Uttarakhand,5,Pauri Garhwal,52,Central Region,Semi-urban,61,505,4707,77.1639344262295,9.320792079207921,8.278688524590164,1,1,1
3370,2022,Uttarakhand,5,Haridwar,50,Central Region,Rural,70,1222,5479,78.27142857142857,4.483633387888707,17.457142857142856,1,1,1
3371,2022,Uttarakhand,5,Haridwar,50,Central Region,Semi-urban,52,808,2453,47.17307692307692,3.035891089108911,15.538461538461538,1,1,1
3372,2022,Uttarakhand,5,Haridwar,50,Central Region,Urban,143,1880,15432,107.91608391608392,8.208510638297872,13.146853146853147,1,1,1
3373,2022,Uttarakhand,5,Nainital,51,Central Region,Rural,100,850,4189,41.89,4.9282352941176475,8.5,1,1,1
3374,2022,Uttarakhand,5,Nainital,51,Central Region,Semi-urban,46,401,3929,85.41304347826087,9.798004987531172,8.717391304347826,1,1,1
3375,2022,Uttarakhand,5,Nainital,51,Central Region,Urban,89,833,9177,103.11235955056179,11.016806722689076,9.359550561797754,1,1,1
3376,2022,Uttarakhand,5,Pithoragarh,53,Central Region,Rural,65,607,2448,37.66153846153846,4.032948929159803,9.338461538461539,1,1,1
3377,2022,Uttarakhand,5,Pithoragarh,53,Central Region,Semi-urban,26,252,2041,78.5,8.09920634920635,9.692307692307692,1,1,1
3378,2022,Uttarakhand,5,Rudra Prayag,54,Central Region,Rural,45,423,1913,42.51111111111111,4.5224586288416075,9.4,1,1,1
3379,2022,Uttarakhand,5,Tehri Garhwal,55,Central Region,Rural,80,845,3239,40.4875,3.8331360946745563,10.5625,1,1,1
3380,2022,Uttarakhand,5,Tehri Garhwal,55,Central Region,Semi-urban,29,154,1636,56.41379310344828,10.623376623376624,5.310344827586207,1,1,1
3381,2022,Uttarakhand,5,Udam Singh Nagar,56,Central Region,Rural,102,1030,2760,27.058823529411764,2.679611650485437,10.098039215686274,1,1,1
3382,2022,Uttarakhand,5,Udam Singh Nagar,56,Central Region,Semi-urban,104,1126,4195,40.33653846153846,3.725577264653641,10.826923076923077,1,1,1
3383,2022,Uttarakhand,5,Udam Singh Nagar,56,Central Region,Urban,100,1374,8908,89.08,6.483260553129549,13.74,1,1,1
3384,2022,Uttarakhand,5,Uttar Kashi,57,Central Region,Rural,34,393,1077,31.676470588235293,2.7404580152671754,11.558823529411764,1,1,1
3385,2022,Uttarakhand,5,Uttar Kashi,57,Central Region,Semi-urban,16,119,756,47.25,6.352941176470588,7.4375,1,1,1
3414,2022,West Bengal,19,Alipurduar,664,Eastern Region,Rural,71,1671,2651,37.33802816901409,1.5864751645721125,23.535211267605632,1,1,1
3415,2022,West Bengal,19,Alipurduar,664,Eastern Region,Semi-urban,51,1087,2952,57.88235294117647,2.71573137074517,21.313725490196077,1,1,1
3416,2022,West Bengal,19,Bankura,305,Eastern Region,Rural,209,4423,10812,51.73205741626794,2.4444946868641195,21.16267942583732,1,1,1
3417,2022,West Bengal,19,Bankura,305,Eastern Region,Semi-urban,32,601,2445,76.40625,4.068219633943428,18.78125,1,1,1
3418,2022,West Bengal,19,Bankura,305,Eastern Region,Urban,36,664,4966,137.94444444444446,7.478915662650603,18.444444444444443,1,1,1
3419,2022,West Bengal,19,Birbhum,307,Eastern Region,Rural,200,4568,7599,37.995,1.6635288966725044,22.84,1,1,1
3420,2022,West Bengal,19,Birbhum,307,Eastern Region,Semi-urban,125,2317,9633,77.064,4.1575312904618045,18.536,1,1,1
3421,2022,West Bengal,19,Dinajpur Dakshin,310,Eastern Region,Rural,92,1879,1896,20.608695652173914,1.0090473656200107,20.42391304347826,1,1,1
3422,2022,West Bengal,19,Dinajpur Dakshin,310,Eastern Region,Semi-urban,17,312,542,31.88235294117647,1.7371794871794872,18.352941176470587,1,1,1
3423,2022,West Bengal,19,Dinajpur Dakshin,310,Eastern Region,Urban,27,454,2034,75.33333333333333,4.4801762114537445,16.814814814814813,1,1,1
3424,2022,West Bengal,19,Darjeeling,309,Eastern Region,Rural,88,1198,2813,31.96590909090909,2.3480801335559267,13.613636363636363,1,1,1
3425,2022,West Bengal,19,Darjeeling,309,Eastern Region,Semi-urban,39,460,1825,46.794871794871796,3.967391304347826,11.794871794871796,1,1,1
3426,2022,West Bengal,19,Darjeeling,309,Eastern Region,Urban,180,2005,16842,93.56666666666666,8.4,11.13888888888889,1,1,1
3427,2022,West Bengal,19,Howrah,313,Eastern Region,Rural,206,3591,10009,48.5873786407767,2.78724589250905,17.432038834951456,1,1,1
3428,2022,West Bengal,19,Howrah,313,Eastern Region,Semi-urban,96,1771,6291,65.53125,3.552230378317335,18.447916666666668,1,1,1
3429,2022,West Bengal,19,Howrah,313,Eastern Region,Urban,62,1049,6433,103.75806451612904,6.132507149666349,16.919354838709676,1,1,1
3430,2022,West Bengal,19,Howrah,313,Eastern Region,Metropolitan,171,2288,21679,126.77777777777777,9.475087412587413,13.380116959064328,1,1,1
3431,2022,West Bengal,19,Hooghly,312,Eastern Region,Rural,259,5157,11545,44.575289575289574,2.238704673259647,19.91119691119691,1,1,1
3432,2022,West Bengal,19,Hooghly,312,Eastern Region,Semi-urban,135,2678,12030,89.11111111111111,4.492158327109784,19.83703703703704,1,1,1
3433,2022,West Bengal,19,Hooghly,312,Eastern Region,Urban,185,3084,24416,131.97837837837838,7.916990920881972,16.67027027027027,1,1,1
3434,2022,West Bengal,19,Jalpaiguri,314,Eastern Region,Rural,88,1592,2164,24.59090909090909,1.3592964824120604,18.09090909090909,1,1,1
3435,2022,West Bengal,19,Jalpaiguri,314,Eastern Region,Semi-urban,99,1828,3937,39.76767676767677,2.153719912472648,18.464646464646464,1,1,1
3436,2022,West Bengal,19,Jalpaiguri,314,Eastern Region,Urban,89,1106,5879,66.0561797752809,5.315551537070524,12.426966292134832,1,1,1
3437,2022,West Bengal,19,Jhargram,703,Eastern Region,Rural,76,1520,2661,35.01315789473684,1.750657894736842,20.0,1,1,1
3438,2022,West Bengal,19,Jhargram,703,Eastern Region,Semi-urban,14,224,1469,104.92857142857143,6.558035714285714,16.0,1,1,1
3439,2022,West Bengal,19,Kalimpong,702,Eastern Region,Rural,30,378,1620,54.0,4.285714285714286,12.6,1,1,1
3440,2022,West Bengal,19,Coochbehar,308,Eastern Region,Rural,177,3044,2798,15.807909604519773,0.919185282522996,17.19774011299435,1,1,1
3441,2022,West Bengal,19,Coochbehar,308,Eastern Region,Semi-urban,123,2216,6893,56.040650406504064,3.1105595667870034,18.016260162601625,1,1,1
3442,2022,West Bengal,19,Kolkata,315,Eastern Region,Metropolitan,1627,19409,386933,237.819913952059,19.93575145551033,11.929317762753534,1,1,1
3443,2022,West Bengal,19,Maldah,316,Eastern Region,Rural,184,4659,5478,29.77173913043478,1.175788795878944,25.320652173913043,1,1,1
3444,2022,West Bengal,19,Maldah,316,Eastern Region,Semi-urban,63,1580,4337,68.84126984126983,2.7449367088607595,25.07936507936508,1,1,1
3445,2022,West Bengal,19,Maldah,316,Eastern Region,Urban,33,466,2924,88.60606060606061,6.274678111587983,14.121212121212121,1,1,1
3446,2022,West Bengal,19,Murshidabad,319,Eastern Region,Rural,235,4981,6722,28.604255319148937,1.3495282071873118,21.195744680851064,1,1,1
3447,2022,West Bengal,19,Murshidabad,319,Eastern Region,Semi-urban,237,5506,9288,39.18987341772152,1.6868870323283691,23.23206751054852,1,1,1
3448,2022,West Bengal,19,Murshidabad,319,Eastern Region,Urban,52,668,6238,119.96153846153847,9.338323353293413,12.846153846153847,1,1,1
3449,2022,West Bengal,19,Nadia,320,Eastern Region,Rural,222,4228,8514,38.351351351351354,2.013718070009461,19.045045045045047,1,1,1
3450,2022,West Bengal,19,Nadia,320,Eastern Region,Semi-urban,163,3231,8921,54.73006134969325,2.7610646858557724,19.822085889570552,1,1,1
3451,2022,West Bengal,19,Nadia,320,Eastern Region,Urban,104,1825,10687,102.75961538461539,5.855890410958904,17.548076923076923,1,1,1
3452,2022,West Bengal,19,24 Paraganas North,303,Eastern Region,Rural,303,6367,14187,46.82178217821782,2.2282079472278937,21.013201320132012,1,1,1
3453,2022,West Bengal,19,24 Paraganas North,303,Eastern Region,Semi-urban,92,2010,9169,99.66304347826087,4.561691542288557,21.847826086956523,1,1,1
3454,2022,West Bengal,19,24 Paraganas North,303,Eastern Region,Urban,657,11180,131993,200.90258751902587,11.806171735241502,17.01674277016743,1,1,1
3455,2022,West Bengal,19,Paschim Bardhaman,704,Eastern Region,Rural,98,1373,6748,68.85714285714286,4.914785142024764,14.010204081632653,1,1,1
3456,2022,West Bengal,19,Paschim Bardhaman,704,Eastern Region,Semi-urban,43,699,5200,120.93023255813954,7.439198855507868,16.25581395348837,1,1,1
3457,2022,West Bengal,19,Paschim Bardhaman,704,Eastern Region,Urban,247,3698,36867,149.2591093117409,9.96944294213088,14.97165991902834,1,1,1
3458,2022,West Bengal,19,Medinipur East,317,Eastern Region,Rural,254,5548,11146,43.881889763779526,2.00901225666907,21.84251968503937,1,1,1
3459,2022,West Bengal,19,Medinipur East,317,Eastern Region,Semi-urban,38,920,2710,71.3157894736842,2.9456521739130435,24.210526315789473,1,1,1
3460,2022,West Bengal,19,Medinipur East,317,Eastern Region,Urban,96,1466,13856,144.33333333333334,9.451568894952251,15.270833333333334,1,1,1
3461,2022,West Bengal,19,Purba Bardhaman,306,Eastern Region,Rural,287,5360,10324,35.97212543554007,1.9261194029850746,18.67595818815331,1,1,1
3462,2022,West Bengal,19,Purba Bardhaman,306,Eastern Region,Semi-urban,104,2004,6039,58.06730769230769,3.0134730538922154,19.26923076923077,1,1,1
3463,2022,West Bengal,19,Purba Bardhaman,306,Eastern Region,Urban,91,1221,10722,117.82417582417582,8.781326781326781,13.417582417582418,1,1,1
3464,2022,West Bengal,19,Medinipur West,318,Eastern Region,Rural,261,6487,13310,50.99616858237548,2.05179589949129,24.8544061302682,1,1,1
3465,2022,West Bengal,19,Medinipur West,318,Eastern Region,Semi-urban,86,1348,5803,67.47674418604652,4.304896142433234,15.674418604651162,1,1,1
3466,2022,West Bengal,19,Medinipur West,318,Eastern Region,Urban,35,468,4887,139.62857142857143,10.442307692307692,13.371428571428572,1,1,1
3467,2022,West Bengal,19,Purulia,321,Eastern Region,Rural,119,3069,6394,53.73109243697479,2.0834147930922127,25.789915966386555,1,1,1
3468,2022,West Bengal,19,Purulia,321,Eastern Region,Semi-urban,31,637,2331,75.19354838709677,3.659340659340659,20.548387096774192,1,1,1
3469,2022,West Bengal,19,Purulia,321,Eastern Region,Urban,33,589,4148,125.6969696969697,7.042444821731749,17.848484848484848,1,1,1
3470,2022,West Bengal,19,24 Paraganas South,304,Eastern Region,Rural,372,8242,18917,50.85215053763441,2.2951953409366657,22.155913978494624,1,1,1
3471,2022,West Bengal,19,24 Paraganas South,304,Eastern Region,Semi-urban,176,3729,10508,59.70454545454545,2.817913649772057,21.1875,1,1,1
3472,2022,West Bengal,19,24 Paraganas South,304,Eastern Region,Urban,77,1328,8559,111.15584415584415,6.445030120481928,17.246753246753247,1,1,1
3473,2022,West Bengal,19,Dinajpur Uttar,311,Eastern Region,Rural,142,3212,3289,23.161971830985916,1.023972602739726,22.619718309859156,1,1,1
3474,2022,West Bengal,19,Dinajpur Uttar,311,Eastern Region,Semi-urban,43,1097,1577,36.674418604651166,1.4375569735642661,25.511627906976745,1,1,1
3475,2022,West Bengal,19,Dinajpur Uttar,311,Eastern Region,Urban,34,648,2623,77.1470588235294,4.047839506172839,19.058823529411764,1,1,1
3544,2021,Andaman and Nicobar Islands,35,North and Middle Andaman,632,Eastern Region,Rural,10,106,658,65.8,6.2075471698113205,10.6,1,1,1
3545,2021,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Rural,13,104,734,56.46153846153846,7.0576923076923075,8.0,1,1,1
3546,2021,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Semi-urban,10,58,436,43.6,7.517241379310345,5.8,1,1,1
3547,2021,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Urban,36,286,4015,111.52777777777777,14.038461538461538,7.944444444444445,1,1,1
3588,2021,Andhra Pradesh,28,Anantapur,502,Southern Region,Rural,160,2088,5035,31.46875,2.4113984674329503,13.05,1,1,1
3589,2021,Andhra Pradesh,28,Anantapur,502,Southern Region,Semi-urban,130,2544,6456,49.66153846153846,2.5377358490566038,19.56923076923077,1,1,1
3590,2021,Andhra Pradesh,28,Anantapur,502,Southern Region,Urban,178,4553,11708,65.7752808988764,2.5714913244014936,25.578651685393258,1,1,1
3591,2021,Andhra Pradesh,28,Chittoor,503,Southern Region,Rural,239,2644,10740,44.93723849372385,4.062027231467473,11.06276150627615,1,1,1
3592,2021,Andhra Pradesh,28,Chittoor,503,Southern Region,Semi-urban,169,2616,6433,38.06508875739645,2.4590978593272173,15.479289940828401,1,1,1
3593,2021,Andhra Pradesh,28,Chittoor,503,Southern Region,Urban,203,2490,21379,105.3152709359606,8.585943775100402,12.266009852216749,1,1,1
3594,2021,Andhra Pradesh,28,East Godavari,505,Southern Region,Rural,255,3252,6191,24.27843137254902,1.903751537515375,12.75294117647059,1,1,1
3595,2021,Andhra Pradesh,28,East Godavari,505,Southern Region,Semi-urban,298,3947,9616,32.26845637583892,2.436280719533823,13.24496644295302,1,1,1
3596,2021,Andhra Pradesh,28,East Godavari,505,Southern Region,Urban,251,2659,18179,72.42629482071713,6.836780744640842,10.593625498007968,1,1,1
3597,2021,Andhra Pradesh,28,Guntur,506,Southern Region,Rural,276,2218,6156,22.304347826086957,2.775473399458972,8.03623188405797,1,1,1
3598,2021,Andhra Pradesh,28,Guntur,506,Southern Region,Semi-urban,237,3155,8907,37.58227848101266,2.8231378763866877,13.31223628691983,1,1,1
3599,2021,Andhra Pradesh,28,Guntur,506,Southern Region,Urban,330,3533,24352,73.7939393939394,6.892725728842343,10.706060606060607,1,1,1
3600,2021,Andhra Pradesh,28,Krishna,510,Southern Region,Rural,228,2125,4549,19.95175438596491,2.140705882352941,9.320175438596491,1,1,1
3601,2021,Andhra Pradesh,28,Krishna,510,Southern Region,Semi-urban,244,2761,9494,38.90983606557377,3.438609199565375,11.315573770491802,1,1,1
3602,2021,Andhra Pradesh,28,Krishna,510,Southern Region,Urban,67,2615,3843,57.35820895522388,1.4695984703632887,39.02985074626866,1,1,1
3603,2021,Andhra Pradesh,28,Krishna,510,Southern Region,Metropolitan,346,3127,35133,101.54046242774567,11.235369363607292,9.03757225433526,1,1,1
3604,2021,Andhra Pradesh,28,Kurnool,511,Southern Region,Rural,161,1717,2529,15.70807453416149,1.4729178800232965,10.664596273291925,1,1,1
3605,2021,Andhra Pradesh,28,Kurnool,511,Southern Region,Semi-urban,114,2396,4572,40.10526315789474,1.9081803005008346,21.017543859649123,1,1,1
3606,2021,Andhra Pradesh,28,Kurnool,511,Southern Region,Urban,196,4248,11411,58.21938775510204,2.68620527306968,21.6734693877551,1,1,1
3607,2021,Andhra Pradesh,28,Prakasam,517,Southern Region,Rural,199,2102,3595,18.065326633165828,1.7102759276879163,10.56281407035176,1,1,1
3608,2021,Andhra Pradesh,28,Prakasam,517,Southern Region,Semi-urban,209,3088,7943,38.004784688995215,2.572215025906736,14.775119617224881,1,1,1
3609,2021,Andhra Pradesh,28,Prakasam,517,Southern Region,Urban,81,793,4548,56.148148148148145,5.735182849936948,9.790123456790123,1,1,1
3610,2021,Andhra Pradesh,28,Srikakulam,519,Southern Region,Rural,149,2079,3646,24.469798657718123,1.7537277537277538,13.953020134228188,1,1,1
3611,2021,Andhra Pradesh,28,Srikakulam,519,Southern Region,Semi-urban,108,1713,4144,38.370370370370374,2.4191476941039114,15.86111111111111,1,1,1
3612,2021,Andhra Pradesh,28,Srikakulam,519,Southern Region,Urban,57,638,3504,61.473684210526315,5.492163009404389,11.192982456140351,1,1,1
3613,2021,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Rural,150,1497,2587,17.246666666666666,1.72812291249165,9.98,1,1,1
3614,2021,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Semi-urban,152,2255,5172,34.026315789473685,2.293569844789357,14.835526315789474,1,1,1
3615,2021,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Urban,128,1429,9568,74.75,6.695591322603219,11.1640625,1,1,1
