"id","year","state_name","state_code","district_name","district_code","region","population_group","no_of_offices","no_of_accounts","deposit_amount"
3777,2021,"Assam",18,"Karbi Anglong",292,"North Eastern Region","Rural",37,462,584
3778,2021,"Assam",18,"Karbi Anglong",292,"North Eastern Region","Semi-urban",25,256,1331
3779,2021,"Assam",18,"Karimganj",293,"North Eastern Region","Rural",55,1051,1285
3780,2021,"Assam",18,"Karimganj",293,"North Eastern Region","Semi-urban",34,477,2649
3781,2021,"Assam",18,"Kokrajhar",294,"North Eastern Region","Rural",30,828,1198
3782,2021,"Assam",18,"Kokrajhar",294,"North Eastern Region","Semi-urban",19,399,1786
3783,2021,"Assam",18,"Lakhimpur",295,"North Eastern Region","Rural",51,964,1202
3784,2021,"Assam",18,"Lakhimpur",295,"North Eastern Region","Semi-urban",36,633,1613
3785,2021,"Assam",18,"Majuli",706,"North Eastern Region","Rural",12,204,281
3786,2021,"Assam",18,"Marigaon",296,"North Eastern Region","Rural",40,931,607
3787,2021,"Assam",18,"Marigaon",296,"North Eastern Region","Semi-urban",29,508,1184
3788,2021,"Assam",18,"Nagaon",297,"North Eastern Region","Rural",99,2084,1834
3789,2021,"Assam",18,"Nagaon",297,"North Eastern Region","Semi-urban",22,634,642
3790,2021,"Assam",18,"Nagaon",297,"North Eastern Region","Urban",46,712,3493
3791,2021,"Assam",18,"Nalbari",298,"North Eastern Region","Rural",54,830,1297
3792,2021,"Assam",18,"Nalbari",298,"North Eastern Region","Semi-urban",25,405,1430
3793,2021,"Assam",18,"Cachar",282,"North Eastern Region","Rural",13,128,414
3794,2021,"Assam",18,"Cachar",282,"North Eastern Region","Semi-urban",13,132,730
3795,2021,"Assam",18,"Sivasagar",300,"North Eastern Region","Rural",49,655,1433
3796,2021,"Assam",18,"Sivasagar",300,"North Eastern Region","Semi-urban",47,581,3637
3797,2021,"Assam",18,"Sonitpur",301,"North Eastern Region","Rural",64,913,1461
3798,2021,"Assam",18,"Sonitpur",301,"North Eastern Region","Semi-urban",64,1063,4334
3799,2021,"Assam",18,"South Salmara Mancachar",707,"North Eastern Region","Rural",10,341,254
3800,2021,"Assam",18,"South Salmara Mancachar",707,"North Eastern Region","Semi-urban",4,97,127
3801,2021,"Assam",18,"Tinsukia",302,"North Eastern Region","Rural",54,755,1321
3802,2021,"Assam",18,"Tinsukia",302,"North Eastern Region","Semi-urban",47,633,2446
3803,2021,"Assam",18,"Tinsukia",302,"North Eastern Region","Urban",48,604,3730
3804,2021,"Assam",18,"Udalguri",617,"North Eastern Region","Rural",29,837,647
3805,2021,"Assam",18,"Udalguri",617,"North Eastern Region","Semi-urban",16,397,765
3806,2021,"Assam",18,"West Karbi Anglong",710,"North Eastern Region","Rural",22,276,301
3807,2021,"Bihar",10,"Araria",188,"Eastern Region","Rural",0,0,0
3808,2021,"Bihar",10,"Araria",188,"Eastern Region","Semi-urban",0,0,0
3809,2021,"Bihar",10,"Arwal",611,"Eastern Region","Rural",0,0,0
3810,2021,"Bihar",10,"Arwal",611,"Eastern Region","Semi-urban",0,0,0
3811,2021,"Bihar",10,"Aurangabad",189,"Eastern Region","Rural",0,0,0
3812,2021,"Bihar",10,"Aurangabad",189,"Eastern Region","Semi-urban",0,0,0
3813,2021,"Bihar",10,"Aurangabad",189,"Eastern Region","Urban",0,0,0
3814,2021,"Bihar",10,"Banka",190,"Eastern Region","Rural",0,0,0
3815,2021,"Bihar",10,"Banka",190,"Eastern Region","Semi-urban",0,0,0
3816,2021,"Bihar",10,"Begusarai",191,"Eastern Region","Rural",0,0,0
3817,2021,"Bihar",10,"Begusarai",191,"Eastern Region","Semi-urban",0,0,0
3818,2021,"Bihar",10,"Begusarai",191,"Eastern Region","Urban",0,0,0
3819,2021,"Bihar",10,"Bhagalpur",192,"Eastern Region","Rural",0,0,0
3820,2021,"Bihar",10,"Bhagalpur",192,"Eastern Region","Semi-urban",0,0,0
3821,2021,"Bihar",10,"Bhagalpur",192,"Eastern Region","Urban",0,0,0
3822,2021,"Bihar",10,"Bhojpur",193,"Eastern Region","Rural",0,0,0
3823,2021,"Bihar",10,"Bhojpur",193,"Eastern Region","Semi-urban",0,0,0
3824,2021,"Bihar",10,"Bhojpur",193,"Eastern Region","Urban",0,0,0
3825,2021,"Bihar",10,"Buxar",194,"Eastern Region","Rural",0,0,0
3826,2021,"Bihar",10,"Buxar",194,"Eastern Region","Semi-urban",0,0,0
3827,2021,"Bihar",10,"Buxar",194,"Eastern Region","Urban",0,0,0
3828,2021,"Bihar",10,"Darbhanga",195,"Eastern Region","Rural",0,0,0
3829,2021,"Bihar",10,"Darbhanga",195,"Eastern Region","Semi-urban",0,0,0
3830,2021,"Bihar",10,"Darbhanga",195,"Eastern Region","Urban",0,0,0
3831,2021,"Bihar",10,"Gaya",196,"Eastern Region","Rural",0,0,0
3832,2021,"Bihar",10,"Gaya",196,"Eastern Region","Semi-urban",0,0,0
3833,2021,"Bihar",10,"Gaya",196,"Eastern Region","Urban",0,0,0
3834,2021,"Bihar",10,"Gopalganj",197,"Eastern Region","Rural",0,0,0
3835,2021,"Bihar",10,"Gopalganj",197,"Eastern Region","Semi-urban",0,0,0
3836,2021,"Bihar",10,"Jamui",198,"Eastern Region","Rural",0,0,0
3837,2021,"Bihar",10,"Jamui",198,"Eastern Region","Semi-urban",0,0,0
3838,2021,"Bihar",10,"Jehanabad",199,"Eastern Region","Rural",0,0,0
3839,2021,"Bihar",10,"Jehanabad",199,"Eastern Region","Semi-urban",0,0,0
3840,2021,"Bihar",10,"Jehanabad",199,"Eastern Region","Urban",0,0,0
3841,2021,"Bihar",10,"Kaimur (Bhabua)",200,"Eastern Region","Rural",0,0,0
3842,2021,"Bihar",10,"Kaimur (Bhabua)",200,"Eastern Region","Semi-urban",0,0,0
3843,2021,"Bihar",10,"Katihar",201,"Eastern Region","Rural",0,0,0
3844,2021,"Bihar",10,"Katihar",201,"Eastern Region","Semi-urban",0,0,0
3845,2021,"Bihar",10,"Katihar",201,"Eastern Region","Urban",0,0,0
3846,2021,"Bihar",10,"Khagaria",202,"Eastern Region","Rural",0,0,0
3847,2021,"Bihar",10,"Khagaria",202,"Eastern Region","Semi-urban",0,0,0
3848,2021,"Bihar",10,"Kishanganj",203,"Eastern Region","Rural",0,0,0
3849,2021,"Bihar",10,"Kishanganj",203,"Eastern Region","Semi-urban",0,0,0
3850,2021,"Bihar",10,"Kishanganj",203,"Eastern Region","Urban",0,0,0
3851,2021,"Bihar",10,"Lakhisarai",204,"Eastern Region","Rural",0,0,0
3852,2021,"Bihar",10,"Lakhisarai",204,"Eastern Region","Semi-urban",0,0,0
3853,2021,"Bihar",10,"Madhepura",205,"Eastern Region","Rural",0,0,0
3854,2021,"Bihar",10,"Madhepura",205,"Eastern Region","Semi-urban",0,0,0
3855,2021,"Bihar",10,"Madhubani",206,"Eastern Region","Rural",0,0,0
3856,2021,"Bihar",10,"Madhubani",206,"Eastern Region","Semi-urban",0,0,0
3857,2021,"Bihar",10,"Munger",207,"Eastern Region","Rural",0,0,0
3858,2021,"Bihar",10,"Munger",207,"Eastern Region","Semi-urban",0,0,0
3859,2021,"Bihar",10,"Munger",207,"Eastern Region","Urban",0,0,0
3860,2021,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Rural",0,0,0
3861,2021,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Semi-urban",0,0,0
3862,2021,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Urban",0,0,0
3863,2021,"Bihar",10,"Nalanda",209,"Eastern Region","Rural",0,0,0
3864,2021,"Bihar",10,"Nalanda",209,"Eastern Region","Semi-urban",0,0,0
3865,2021,"Bihar",10,"Nalanda",209,"Eastern Region","Urban",0,0,0
3866,2021,"Bihar",10,"Nawada",210,"Eastern Region","Rural",0,0,0
3867,2021,"Bihar",10,"Nawada",210,"Eastern Region","Semi-urban",0,0,0
3868,2021,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Rural",0,0,0
3869,2021,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Semi-urban",0,0,0
3870,2021,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Urban",0,0,0
3871,2021,"Bihar",10,"Patna",212,"Eastern Region","Rural",0,0,0
3872,2021,"Bihar",10,"Patna",212,"Eastern Region","Semi-urban",0,0,0
3873,2021,"Bihar",10,"Patna",212,"Eastern Region","Urban",0,0,0
3874,2021,"Bihar",10,"Patna",212,"Eastern Region","Metropolitan",0,0,0
3875,2021,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Rural",0,0,0
3876,2021,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Semi-urban",0,0,0
3877,2021,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Urban",0,0,0
3878,2021,"Bihar",10,"Purnia",214,"Eastern Region","Rural",0,0,0
3879,2021,"Bihar",10,"Purnia",214,"Eastern Region","Semi-urban",0,0,0
3880,2021,"Bihar",10,"Purnia",214,"Eastern Region","Urban",0,0,0
3881,2021,"Bihar",10,"Rohtas",215,"Eastern Region","Rural",0,0,0
3882,2021,"Bihar",10,"Rohtas",215,"Eastern Region","Semi-urban",0,0,0
3883,2021,"Bihar",10,"Rohtas",215,"Eastern Region","Urban",0,0,0
3884,2021,"Bihar",10,"Saharsa",216,"Eastern Region","Rural",0,0,0
3885,2021,"Bihar",10,"Saharsa",216,"Eastern Region","Semi-urban",0,0,0
3886,2021,"Bihar",10,"Saharsa",216,"Eastern Region","Urban",0,0,0
3887,2021,"Bihar",10,"Samastipur",217,"Eastern Region","Rural",0,0,0
3888,2021,"Bihar",10,"Samastipur",217,"Eastern Region","Semi-urban",0,0,0
3889,2021,"Bihar",10,"Saran",218,"Eastern Region","Rural",0,0,0
3890,2021,"Bihar",10,"Saran",218,"Eastern Region","Semi-urban",0,0,0
3891,2021,"Bihar",10,"Saran",218,"Eastern Region","Urban",0,0,0
3892,2021,"Bihar",10,"Sheikhpura",219,"Eastern Region","Rural",0,0,0
3893,2021,"Bihar",10,"Sheikhpura",219,"Eastern Region","Semi-urban",0,0,0
3894,2021,"Bihar",10,"Sheohar",220,"Eastern Region","Rural",0,0,0
3895,2021,"Bihar",10,"Sheohar",220,"Eastern Region","Semi-urban",0,0,0
3896,2021,"Bihar",10,"Sitamarhi",221,"Eastern Region","Rural",0,0,0
3897,2021,"Bihar",10,"Sitamarhi",221,"Eastern Region","Semi-urban",0,0,0
3898,2021,"Bihar",10,"Siwan",222,"Eastern Region","Rural",0,0,0
3899,2021,"Bihar",10,"Siwan",222,"Eastern Region","Semi-urban",0,0,0
3900,2021,"Bihar",10,"Siwan",222,"Eastern Region","Urban",0,0,0
3901,2021,"Bihar",10,"Supaul",223,"Eastern Region","Rural",0,0,0
3902,2021,"Bihar",10,"Supaul",223,"Eastern Region","Semi-urban",0,0,0
3903,2021,"Bihar",10,"Vaishali",224,"Eastern Region","Rural",0,0,0
3904,2021,"Bihar",10,"Vaishali",224,"Eastern Region","Semi-urban",0,0,0
3905,2021,"Bihar",10,"Vaishali",224,"Eastern Region","Urban",0,0,0
3906,2021,"Bihar",10,"Araria",188,"Eastern Region","Rural",79,1558,972
3907,2021,"Bihar",10,"Araria",188,"Eastern Region","Semi-urban",78,1763,3362
3908,2021,"Bihar",10,"Arwal",611,"Eastern Region","Rural",41,702,1464
3909,2021,"Bihar",10,"Arwal",611,"Eastern Region","Semi-urban",18,198,314
3910,2021,"Bihar",10,"Aurangabad",189,"Eastern Region","Rural",107,1647,2994
3911,2021,"Bihar",10,"Aurangabad",189,"Eastern Region","Semi-urban",37,977,2229
3912,2021,"Bihar",10,"Aurangabad",189,"Eastern Region","Urban",36,397,2640
3913,2021,"Bihar",10,"Banka",190,"Eastern Region","Rural",71,1585,2129
3914,2021,"Bihar",10,"Banka",190,"Eastern Region","Semi-urban",34,643,1508
3915,2021,"Bihar",10,"Begusarai",191,"Eastern Region","Rural",80,1259,1745
3916,2021,"Bihar",10,"Begusarai",191,"Eastern Region","Semi-urban",91,1784,3954
3917,2021,"Bihar",10,"Begusarai",191,"Eastern Region","Urban",48,647,3094
3918,2021,"Bihar",10,"Bhagalpur",192,"Eastern Region","Rural",97,1623,2571
3919,2021,"Bihar",10,"Bhagalpur",192,"Eastern Region","Semi-urban",88,1467,3936
3920,2021,"Bihar",10,"Bhagalpur",192,"Eastern Region","Urban",92,1019,7928
3921,2021,"Bihar",10,"Bhojpur",193,"Eastern Region","Rural",118,1953,3596
3922,2021,"Bihar",10,"Bhojpur",193,"Eastern Region","Semi-urban",53,1036,2590
3923,2021,"Bihar",10,"Bhojpur",193,"Eastern Region","Urban",56,728,4978
3924,2021,"Bihar",10,"Buxar",194,"Eastern Region","Rural",81,1261,2208
3925,2021,"Bihar",10,"Buxar",194,"Eastern Region","Semi-urban",38,744,1791
3926,2021,"Bihar",10,"Buxar",194,"Eastern Region","Urban",31,496,2513
3927,2021,"Bihar",10,"Darbhanga",195,"Eastern Region","Rural",113,2089,2948
3928,2021,"Bihar",10,"Darbhanga",195,"Eastern Region","Semi-urban",61,1300,2076
3929,2021,"Bihar",10,"Darbhanga",195,"Eastern Region","Urban",78,1100,7336
3930,2021,"Bihar",10,"Gaya",196,"Eastern Region","Rural",171,3669,5478
3931,2021,"Bihar",10,"Gaya",196,"Eastern Region","Semi-urban",39,777,2447
3932,2021,"Bihar",10,"Gaya",196,"Eastern Region","Urban",97,1253,8737
3933,2021,"Bihar",10,"Gopalganj",197,"Eastern Region","Rural",106,2958,3713
3934,2021,"Bihar",10,"Gopalganj",197,"Eastern Region","Semi-urban",62,1292,4202
3935,2021,"Bihar",10,"Jamui",198,"Eastern Region","Rural",74,1474,2011
3936,2021,"Bihar",10,"Jamui",198,"Eastern Region","Semi-urban",39,807,2222
3937,2021,"Bihar",10,"Jehanabad",199,"Eastern Region","Rural",55,746,1292
3938,2021,"Bihar",10,"Jehanabad",199,"Eastern Region","Semi-urban",10,235,567
3939,2021,"Bihar",10,"Jehanabad",199,"Eastern Region","Urban",29,371,1789
3940,2021,"Bihar",10,"Kaimur (Bhabua)",200,"Eastern Region","Rural",80,1408,2225
3941,2021,"Bihar",10,"Kaimur (Bhabua)",200,"Eastern Region","Semi-urban",32,637,1652
3942,2021,"Bihar",10,"Katihar",201,"Eastern Region","Rural",104,2337,1860
3943,2021,"Bihar",10,"Katihar",201,"Eastern Region","Semi-urban",34,777,823
3944,2021,"Bihar",10,"Katihar",201,"Eastern Region","Urban",48,624,3621
3945,2021,"Bihar",10,"Khagaria",202,"Eastern Region","Rural",35,591,591
3946,2021,"Bihar",10,"Khagaria",202,"Eastern Region","Semi-urban",71,1325,2723
3947,2021,"Bihar",10,"Kishanganj",203,"Eastern Region","Rural",59,1288,792
3948,2021,"Bihar",10,"Kishanganj",203,"Eastern Region","Semi-urban",19,550,445
3949,2021,"Bihar",10,"Kishanganj",203,"Eastern Region","Urban",29,438,1809
3950,2021,"Bihar",10,"Lakhisarai",204,"Eastern Region","Rural",44,628,1119
3951,2021,"Bihar",10,"Lakhisarai",204,"Eastern Region","Semi-urban",34,675,2008
3952,2021,"Bihar",10,"Madhepura",205,"Eastern Region","Rural",38,786,796
3953,2021,"Bihar",10,"Madhepura",205,"Eastern Region","Semi-urban",77,1620,2539
3954,2021,"Bihar",10,"Madhubani",206,"Eastern Region","Rural",113,1985,2407
3955,2021,"Bihar",10,"Madhubani",206,"Eastern Region","Semi-urban",154,2943,6530
3956,2021,"Bihar",10,"Munger",207,"Eastern Region","Rural",58,902,1812
3957,2021,"Bihar",10,"Munger",207,"Eastern Region","Semi-urban",16,312,874
3958,2021,"Bihar",10,"Munger",207,"Eastern Region","Urban",52,675,4485
3959,2021,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Rural",174,3579,4840
3960,2021,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Semi-urban",84,1809,3052
3961,2021,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Urban",134,1381,10748
3962,2021,"Bihar",10,"Nalanda",209,"Eastern Region","Rural",133,1777,3489
3963,2021,"Bihar",10,"Nalanda",209,"Eastern Region","Semi-urban",60,1114,2872
3964,2021,"Bihar",10,"Nalanda",209,"Eastern Region","Urban",45,859,4154
3965,2021,"Bihar",10,"Nawada",210,"Eastern Region","Rural",71,1262,1530
3966,2021,"Bihar",10,"Nawada",210,"Eastern Region","Semi-urban",62,1504,3704
3967,2021,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Rural",91,2107,1625
3968,2021,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Semi-urban",63,2039,1503
3969,2021,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Urban",49,974,3099
3970,2021,"Bihar",10,"Patna",212,"Eastern Region","Rural",197,2939,6367
3971,2021,"Bihar",10,"Patna",212,"Eastern Region","Semi-urban",169,2926,9391
3972,2021,"Bihar",10,"Patna",212,"Eastern Region","Urban",25,462,2252
3973,2021,"Bihar",10,"Patna",212,"Eastern Region","Metropolitan",577,6008,106265
3974,2021,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Rural",98,2202,2413
3975,2021,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Semi-urban",136,2995,3977
3976,2021,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Urban",47,578,3453
3977,2021,"Bihar",10,"Purnia",214,"Eastern Region","Rural",92,2158,1508
3978,2021,"Bihar",10,"Purnia",214,"Eastern Region","Semi-urban",52,1030,1037
3979,2021,"Bihar",10,"Purnia",214,"Eastern Region","Urban",82,982,4208
3980,2021,"Bihar",10,"Rohtas",215,"Eastern Region","Rural",120,1723,3064
3981,2021,"Bihar",10,"Rohtas",215,"Eastern Region","Semi-urban",46,1111,2175
3982,2021,"Bihar",10,"Rohtas",215,"Eastern Region","Urban",53,894,4236
3983,2021,"Bihar",10,"Saharsa",216,"Eastern Region","Rural",46,1130,1072
3984,2021,"Bihar",10,"Saharsa",216,"Eastern Region","Semi-urban",25,616,785
3985,2021,"Bihar",10,"Saharsa",216,"Eastern Region","Urban",33,452,2294
3986,2021,"Bihar",10,"Samastipur",217,"Eastern Region","Rural",137,2462,3710
3987,2021,"Bihar",10,"Samastipur",217,"Eastern Region","Semi-urban",146,3054,6702
3988,2021,"Bihar",10,"Saran",218,"Eastern Region","Rural",161,7651,6093
3989,2021,"Bihar",10,"Saran",218,"Eastern Region","Semi-urban",51,1444,2911
3990,2021,"Bihar",10,"Saran",218,"Eastern Region","Urban",49,725,5081
3991,2021,"Bihar",10,"Sheikhpura",219,"Eastern Region","Rural",30,277,427
3992,2021,"Bihar",10,"Sheikhpura",219,"Eastern Region","Semi-urban",29,553,1482
3993,2021,"Bihar",10,"Sheohar",220,"Eastern Region","Rural",18,309,288
3994,2021,"Bihar",10,"Sheohar",220,"Eastern Region","Semi-urban",24,391,601
3995,2021,"Bihar",10,"Sitamarhi",221,"Eastern Region","Rural",51,1123,1237
3996,2021,"Bihar",10,"Sitamarhi",221,"Eastern Region","Semi-urban",114,2525,4955
3997,2021,"Bihar",10,"Siwan",222,"Eastern Region","Rural",125,2542,4463
3998,2021,"Bihar",10,"Siwan",222,"Eastern Region","Semi-urban",58,1587,3291
3999,2021,"Bihar",10,"Siwan",222,"Eastern Region","Urban",56,817,4495
4000,2021,"Bihar",10,"Supaul",223,"Eastern Region","Rural",45,1020,1079
4001,2021,"Bihar",10,"Supaul",223,"Eastern Region","Semi-urban",76,1594,2717
4002,2021,"Bihar",10,"Vaishali",224,"Eastern Region","Rural",134,3030,3950
4003,2021,"Bihar",10,"Vaishali",224,"Eastern Region","Semi-urban",61,1718,2970
4004,2021,"Bihar",10,"Vaishali",224,"Eastern Region","Urban",50,672,3478
4005,2021,"Chandigarh",4,"Chandigarh",44,"Northern Region","Rural",0,0,0
4006,2021,"Chandigarh",4,"Chandigarh",44,"Northern Region","Semi-urban",0,0,0
4007,2021,"Chandigarh",4,"Chandigarh",44,"Northern Region","Urban",0,0,0
4008,2021,"Chandigarh",4,"Chandigarh",44,"Northern Region","Rural",11,113,612
4009,2021,"Chandigarh",4,"Chandigarh",44,"Northern Region","Semi-urban",6,50,263
4010,2021,"Chandigarh",4,"Chandigarh",44,"Northern Region","Urban",425,4112,80445
4011,2021,"Chhattisgarh",22,"Balod",646,"Central Region","Rural",0,0,0
4012,2021,"Chhattisgarh",22,"Balod",646,"Central Region","Semi-urban",0,0,0
4013,2021,"Chhattisgarh",22,"Baloda Bazar",644,"Central Region","Rural",0,0,0
4014,2021,"Chhattisgarh",22,"Baloda Bazar",644,"Central Region","Semi-urban",0,0,0
4015,2021,"Chhattisgarh",22,"Balrampur",649,"Central Region","Rural",0,0,0
4016,2021,"Chhattisgarh",22,"Balrampur",649,"Central Region","Semi-urban",0,0,0
4017,2021,"Chhattisgarh",22,"Bastar",374,"Central Region","Rural",0,0,0
4018,2021,"Chhattisgarh",22,"Bastar",374,"Central Region","Semi-urban",0,0,0
4019,2021,"Chhattisgarh",22,"Bastar",374,"Central Region","Urban",0,0,0
4020,2021,"Chhattisgarh",22,"Bemetara",650,"Central Region","Rural",0,0,0
4021,2021,"Chhattisgarh",22,"Bemetara",650,"Central Region","Semi-urban",0,0,0
4022,2021,"Chhattisgarh",22,"Bijapur",636,"Central Region","Rural",0,0,0
4023,2021,"Chhattisgarh",22,"Bijapur",636,"Central Region","Semi-urban",0,0,0
4024,2021,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Rural",0,0,0
4025,2021,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Semi-urban",0,0,0
4026,2021,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Urban",0,0,0
4027,2021,"Chhattisgarh",22,"Dantewada",376,"Central Region","Rural",0,0,0
4028,2021,"Chhattisgarh",22,"Dantewada",376,"Central Region","Semi-urban",0,0,0
4029,2021,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Rural",0,0,0
4030,2021,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Semi-urban",0,0,0
4031,2021,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Urban",0,0,0
4032,2021,"Chhattisgarh",22,"Durg",378,"Central Region","Rural",0,0,0
4033,2021,"Chhattisgarh",22,"Durg",378,"Central Region","Semi-urban",0,0,0
4034,2021,"Chhattisgarh",22,"Durg",378,"Central Region","Urban",0,0,0
4035,2021,"Chhattisgarh",22,"Gariyaband",645,"Central Region","Rural",0,0,0
4036,2021,"Chhattisgarh",22,"Gariyaband",645,"Central Region","Semi-urban",0,0,0
4037,2021,"Chhattisgarh",22,"Gaurella Pendra Marwahi",734,"Central Region","Rural",0,0,0
4038,2021,"Chhattisgarh",22,"Gaurella Pendra Marwahi",734,"Central Region","Semi-urban",0,0,0
4039,2021,"Chhattisgarh",22,"Janjgir-Champa",379,"Central Region","Rural",0,0,0
4040,2021,"Chhattisgarh",22,"Balod",646,"Central Region","Rural",51,914,1324
4041,2021,"Chhattisgarh",22,"Janjgir-Champa",379,"Central Region","Semi-urban",0,0,0
4042,2021,"Chhattisgarh",22,"Jashpur",380,"Central Region","Rural",0,0,0
4043,2021,"Chhattisgarh",22,"Jashpur",380,"Central Region","Semi-urban",0,0,0
4044,2021,"Chhattisgarh",22,"Kabirdham",382,"Central Region","Rural",0,0,0
4045,2021,"Chhattisgarh",22,"Kabirdham",382,"Central Region","Semi-urban",0,0,0
4046,2021,"Chhattisgarh",22,"Kondagaon",643,"Central Region","Rural",0,0,0
4047,2021,"Chhattisgarh",22,"Kondagaon",643,"Central Region","Semi-urban",0,0,0
4048,2021,"Chhattisgarh",22,"Korba",383,"Central Region","Rural",0,0,0
4049,2021,"Chhattisgarh",22,"Korba",383,"Central Region","Semi-urban",0,0,0
4050,2021,"Chhattisgarh",22,"Korba",383,"Central Region","Urban",0,0,0
4051,2021,"Chhattisgarh",22,"Korea",384,"Central Region","Rural",0,0,0
4052,2021,"Chhattisgarh",22,"Korea",384,"Central Region","Semi-urban",0,0,0
4053,2021,"Chhattisgarh",22,"Mahasamund",385,"Central Region","Rural",0,0,0
4054,2021,"Chhattisgarh",22,"Mahasamund",385,"Central Region","Semi-urban",0,0,0
4055,2021,"Chhattisgarh",22,"Mungeli",647,"Central Region","Rural",0,0,0
4056,2021,"Chhattisgarh",22,"Mungeli",647,"Central Region","Semi-urban",0,0,0
4057,2021,"Chhattisgarh",22,"Narayanpur",637,"Central Region","Rural",0,0,0
4058,2021,"Chhattisgarh",22,"Narayanpur",637,"Central Region","Semi-urban",0,0,0
4059,2021,"Chhattisgarh",22,"Raigarh",386,"Central Region","Rural",0,0,0
4060,2021,"Chhattisgarh",22,"Raigarh",386,"Central Region","Semi-urban",0,0,0
4061,2021,"Chhattisgarh",22,"Raigarh",386,"Central Region","Urban",0,0,0
4062,2021,"Chhattisgarh",22,"Raipur",387,"Central Region","Rural",0,0,0
4063,2021,"Chhattisgarh",22,"Raipur",387,"Central Region","Semi-urban",0,0,0
4064,2021,"Chhattisgarh",22,"Raipur",387,"Central Region","Metropolitan",0,0,0
4065,2021,"Chhattisgarh",22,"Rajnandgaon",388,"Central Region","Rural",0,0,0
4066,2021,"Chhattisgarh",22,"Rajnandgaon",388,"Central Region","Semi-urban",0,0,0
4067,2021,"Chhattisgarh",22,"Rajnandgaon",388,"Central Region","Urban",0,0,0
4068,2021,"Chhattisgarh",22,"Sukma",642,"Central Region","Rural",0,0,0
4069,2021,"Chhattisgarh",22,"Sukma",642,"Central Region","Semi-urban",0,0,0
4070,2021,"Chhattisgarh",22,"Surajpur",648,"Central Region","Rural",0,0,0
4071,2021,"Chhattisgarh",22,"Balod",646,"Central Region","Semi-urban",32,363,1517
4072,2021,"Chhattisgarh",22,"Surajpur",648,"Central Region","Semi-urban",0,0,0
4073,2021,"Chhattisgarh",22,"Surguja",389,"Central Region","Rural",0,0,0
4074,2021,"Chhattisgarh",22,"Surguja",389,"Central Region","Urban",0,0,0
4075,2021,"Chhattisgarh",22,"Kanker",381,"Central Region","Rural",0,0,0
4076,2021,"Chhattisgarh",22,"Kanker",381,"Central Region","Semi-urban",0,0,0
4077,2021,"Chhattisgarh",22,"Baloda Bazar",644,"Central Region","Rural",46,977,1578
4078,2021,"Chhattisgarh",22,"Baloda Bazar",644,"Central Region","Semi-urban",62,970,2488
4079,2021,"Chhattisgarh",22,"Balrampur",649,"Central Region","Rural",41,1164,1516
4080,2021,"Chhattisgarh",22,"Balrampur",649,"Central Region","Semi-urban",10,131,338
4081,2021,"Chhattisgarh",22,"Bastar",374,"Central Region","Rural",59,675,855
4082,2021,"Chhattisgarh",22,"Bastar",374,"Central Region","Semi-urban",5,79,138
4083,2021,"Chhattisgarh",22,"Bastar",374,"Central Region","Urban",32,435,3269
4084,2021,"Chhattisgarh",22,"Bemetara",650,"Central Region","Rural",31,650,814
4085,2021,"Chhattisgarh",22,"Bemetara",650,"Central Region","Semi-urban",24,422,1027
4086,2021,"Chhattisgarh",22,"Bijapur",636,"Central Region","Rural",24,155,327
4087,2021,"Chhattisgarh",22,"Bijapur",636,"Central Region","Semi-urban",6,83,537
4088,2021,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Rural",58,781,1560
4089,2021,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Semi-urban",36,763,1701
4090,2021,"Chhattisgarh",22,"Bilaspur",375,"Central Region","Urban",137,1479,15267
4091,2021,"Chhattisgarh",22,"Dantewada",376,"Central Region","Rural",23,162,384
4092,2021,"Chhattisgarh",22,"Dantewada",376,"Central Region","Semi-urban",15,195,1472
4093,2021,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Rural",41,526,719
4094,2021,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Semi-urban",18,298,709
